moteid;seq;timestamp;label_true;temp
1;1;1648732290;False;20.88
1;2;1648732293;False;20.88
1;3;1648732297;False;20.94
1;4;1648732300;False;20.88
1;5;1648732303;False;20.94
1;6;1648732307;False;20.88
1;7;1648732310;False;20.94
1;8;1648732313;False;20.94
1;9;1648732317;False;20.94
1;10;1648732320;False;21.00
1;11;1648732323;False;20.94
1;12;1648732327;False;21.00
1;13;1648732330;False;20.94
1;14;1648732333;False;20.94
1;15;1648732337;False;21.00
1;16;1648732340;False;20.94
1;17;1648732343;False;20.94
1;18;1648732347;False;21.00
1;19;1648732350;False;21.00
1;20;1648732353;False;21.00
1;21;1648732357;False;21.00
1;22;1648732360;False;21.00
1;23;1648732363;False;21.00
1;24;1648732367;False;21.00
1;25;1648732370;False;21.06
1;26;1648732373;False;21.00
1;27;1648732377;False;21.00
1;28;1648732380;False;21.00
1;29;1648732383;False;21.06
1;30;1648732387;False;21.00
1;31;1648732390;False;21.06
1;32;1648732393;False;21.06
1;33;1648732396;False;21.00
1;34;1648732400;False;21.06
1;35;1648732403;False;21.00
1;36;1648732406;False;21.06
1;37;1648732410;False;21.06
1;38;1648732413;False;21.06
1;39;1648732416;False;21.13
1;40;1648732420;False;21.13
1;41;1648732423;False;21.13
1;42;1648732426;False;21.19
1;43;1648732430;False;21.13
1;44;1648732433;False;21.19
1;45;1648732436;False;21.19
1;46;1648732440;False;21.13
1;47;1648732443;False;21.13
1;48;1648732446;False;21.19
1;49;1648732450;False;21.06
1;50;1648732453;False;21.13
1;51;1648732456;False;21.19
1;52;1648732460;False;21.19
1;53;1648732463;False;21.13
1;54;1648732466;False;21.19
1;55;1648732469;False;21.13
1;56;1648732474;False;21.19
1;57;1648732477;False;21.13
1;58;1648732480;False;21.19
1;59;1648732484;False;21.13
1;60;1648732487;False;21.19
1;61;1648732490;False;21.19
1;62;1648732494;False;21.19
1;63;1648732497;False;21.19
1;64;1648732500;False;21.13
1;65;1648732504;False;21.13
1;66;1648732507;False;21.25
1;67;1648732510;False;21.19
1;68;1648732514;False;21.19
1;69;1648732517;False;21.19
1;70;1648732520;False;21.19
1;71;1648732524;False;21.19
1;72;1648732527;False;21.13
1;73;1648732530;False;21.19
1;74;1648732534;False;21.13
1;75;1648732537;False;21.13
1;76;1648732541;False;21.13
1;77;1648732544;False;21.13
1;78;1648732547;False;21.13
1;79;1648732551;False;21.13
1;80;1648732554;False;21.13
1;81;1648732557;False;21.13
1;82;1648732561;False;21.13
1;83;1648732564;False;21.13
1;84;1648732567;False;21.13
1;85;1648732571;False;21.13
1;86;1648732574;False;21.13
1;87;1648732577;False;21.13
1;88;1648732580;False;21.13
1;89;1648732584;False;21.13
1;90;1648732587;False;21.13
1;91;1648732590;False;21.13
1;92;1648732594;False;21.13
1;93;1648732597;False;21.13
1;94;1648732600;False;21.13
1;95;1648732604;False;21.13
1;96;1648732607;False;21.13
1;97;1648732610;False;21.13
1;98;1648732614;False;21.19
1;99;1648732617;False;21.19
1;100;1648732620;False;21.19
1;101;1648732624;False;21.19
1;102;1648732627;False;21.25
1;103;1648732630;False;21.19
1;104;1648732634;False;21.19
1;105;1648732637;False;21.19
1;106;1648732640;False;21.25
1;107;1648732644;False;21.25
1;108;1648732647;False;21.25
1;109;1648732650;False;21.25
1;110;1648732655;False;21.19
1;111;1648732658;False;21.25
1;112;1648732661;False;21.25
1;113;1648732665;False;21.25
1;114;1648732668;False;21.25
1;115;1648732671;False;21.31
1;116;1648732675;False;21.31
1;117;1648732678;False;21.25
1;118;1648732681;False;21.25
1;119;1648732685;False;21.25
1;120;1648732688;False;21.25
1;121;1648732691;False;21.25
1;122;1648732695;False;21.19
1;123;1648732698;False;21.19
1;124;1648732701;False;21.25
1;125;1648732705;False;21.25
1;126;1648732708;False;21.19
1;127;1648732711;False;21.19
1;128;1648732715;False;21.19
1;129;1648732718;False;21.19
1;130;1648732722;False;21.19
1;131;1648732725;False;21.13
1;132;1648732728;False;21.13
1;133;1648732732;False;21.19
1;134;1648732735;False;21.19
1;135;1648732738;False;21.19
1;136;1648732742;False;21.19
1;137;1648732745;False;21.19
1;138;1648732748;False;21.19
1;139;1648732751;False;21.19
1;140;1648732755;False;21.19
1;141;1648732758;False;21.25
1;142;1648732761;False;21.25
1;143;1648732765;False;21.19
1;144;1648732768;False;21.19
1;145;1648732771;False;21.19
1;146;1648732775;False;21.19
1;147;1648732778;False;21.19
1;148;1648732781;False;21.13
1;149;1648732785;False;21.13
1;150;1648732788;False;21.19
1;151;1648732791;False;21.13
1;152;1648732795;False;21.19
1;153;1648732798;False;21.19
1;154;1648732801;False;21.19
1;155;1648732805;False;21.19
1;156;1648732808;False;21.19
1;157;1648732811;False;21.19
1;158;1648732815;False;21.19
1;159;1648732818;False;21.25
1;160;1648732821;False;21.19
1;161;1648732824;False;21.19
1;162;1648732828;False;21.19
1;163;1648732831;False;21.19
1;164;1648732834;False;21.19
1;165;1648732838;False;21.13
1;166;1648732841;False;21.13
1;167;1648732844;False;21.13
1;168;1648732848;False;21.13
1;169;1648732851;False;21.13
1;170;1648732854;False;21.13
1;171;1648732858;False;21.13
1;172;1648732861;False;21.13
1;173;1648732864;False;21.13
1;174;1648732868;False;21.13
1;175;1648732871;False;21.06
1;176;1648732874;False;21.13
1;177;1648732878;False;21.13
1;178;1648732881;False;21.13
1;179;1648732884;False;21.13
1;180;1648732887;False;21.19
1;181;1648732891;False;21.19
1;182;1648732894;False;21.13
1;183;1648732897;False;21.13
1;184;1648732902;False;21.13
1;185;1648732905;False;21.13
1;186;1648732908;False;21.13
1;187;1648732912;False;21.19
1;188;1648732915;False;21.13
1;189;1648732918;False;21.19
1;190;1648732922;False;21.13
1;191;1648732925;False;21.13
1;192;1648732928;False;21.19
1;193;1648732932;False;21.19
1;194;1648732935;False;21.13
1;195;1648732938;False;21.19
1;196;1648732942;False;21.19
1;197;1648732945;False;21.19
1;198;1648732948;False;21.25
1;199;1648732952;False;21.25
1;200;1648732955;False;21.25
1;201;1648732958;False;21.25
1;202;1648732962;False;21.25
1;203;1648732965;False;21.31
1;204;1648732968;False;21.31
1;205;1648732972;False;21.25
1;206;1648732975;False;21.31
1;207;1648732978;False;21.31
1;208;1648732982;False;21.31
1;209;1648732985;False;21.25
1;210;1648732988;False;21.31
1;211;1648732992;False;21.31
1;212;1648732995;False;21.38
1;213;1648732998;False;21.31
1;214;1648733002;False;21.31
1;215;1648733005;False;21.31
1;216;1648733008;False;21.31
1;217;1648733012;False;21.31
1;218;1648733015;False;21.31
1;219;1648733018;False;21.31
1;220;1648733022;False;21.31
1;221;1648733025;False;21.31
1;222;1648733028;False;21.31
1;223;1648733032;False;21.31
1;224;1648733035;False;21.38
1;225;1648733038;False;21.38
1;226;1648733042;False;21.38
1;227;1648733045;False;21.31
1;228;1648733048;False;21.31
1;229;1648733052;False;21.38
1;230;1648733055;False;21.38
1;231;1648733058;False;21.31
1;232;1648733062;False;21.31
1;233;1648733065;False;21.31
1;234;1648733068;False;21.38
1;235;1648733072;False;21.31
1;236;1648733075;False;21.38
1;237;1648733078;False;21.31
1;238;1648733082;False;21.25
1;239;1648733085;False;21.25
1;240;1648733088;False;21.25
1;241;1648733092;False;21.25
1;242;1648733095;False;21.31
1;243;1648733098;False;21.31
1;244;1648733102;False;21.31
1;245;1648733105;False;21.31
1;246;1648733108;False;21.31
1;247;1648733112;False;21.31
1;248;1648733115;False;21.31
1;249;1648733118;False;21.38
1;250;1648733122;False;21.31
1;251;1648733125;False;21.38
1;252;1648733128;False;21.38
1;253;1648733132;False;21.31
1;254;1648733135;False;21.31
1;255;1648733138;False;21.31
1;256;1648733142;False;21.31
1;257;1648733145;False;21.31
1;258;1648733148;False;21.31
1;259;1648733152;False;21.38
1;260;1648733155;False;21.31
1;261;1648733158;False;21.31
1;262;1648733162;False;21.31
1;263;1648733165;False;21.31
1;264;1648733168;False;21.31
1;265;1648733172;False;21.31
1;266;1648733175;False;21.31
1;267;1648733178;False;21.31
1;268;1648733182;False;21.31
1;269;1648733185;False;21.31
1;270;1648733188;False;21.31
1;271;1648733192;False;21.38
1;272;1648733195;False;21.31
1;273;1648733198;False;21.31
1;274;1648733202;False;21.31
1;275;1648733205;False;21.31
1;276;1648733208;False;21.31
1;277;1648733212;False;21.31
1;278;1648733215;False;21.25
1;279;1648733218;False;21.25
1;280;1648733222;False;21.25
1;281;1648733225;False;21.25
1;282;1648733228;False;21.25
1;283;1648733232;False;21.25
1;284;1648733235;False;21.25
1;285;1648733238;False;21.25
1;286;1648733242;False;21.25
1;287;1648733245;False;21.31
1;288;1648733248;False;21.25
1;289;1648733252;False;21.31
1;290;1648733255;False;21.25
1;291;1648733258;False;21.25
1;292;1648733263;False;21.25
1;293;1648733266;False;21.25
1;294;1648733269;False;21.25
1;295;1648733273;False;21.25
1;296;1648733276;False;21.25
1;297;1648733279;False;21.25
1;298;1648733283;False;21.19
1;299;1648733286;False;21.25
1;300;1648733289;False;21.25
1;301;1648733293;False;21.25
1;302;1648733296;False;21.19
1;303;1648733299;False;21.25
1;304;1648733303;False;21.19
1;305;1648733306;False;21.19
1;306;1648733309;False;21.19
1;307;1648733313;False;21.25
1;308;1648733316;False;21.19
1;309;1648733319;False;21.25
1;310;1648733323;False;21.25
1;311;1648733326;False;21.19
1;312;1648733329;False;21.19
1;313;1648733333;False;21.19
1;314;1648733336;False;21.25
1;315;1648733339;False;21.25
1;316;1648733343;False;21.19
1;317;1648733346;False;21.25
1;318;1648733349;False;21.19
1;319;1648733353;False;21.25
1;320;1648733356;False;21.25
1;321;1648733359;False;21.19
1;322;1648733363;False;21.19
1;323;1648733366;False;21.19
1;324;1648733369;False;21.19
1;325;1648733373;False;21.25
1;326;1648733376;False;21.25
1;327;1648733379;False;21.19
1;328;1648733383;False;21.19
1;329;1648733386;False;21.19
1;330;1648733389;False;21.25
1;331;1648733393;False;21.19
1;332;1648733396;False;21.19
1;333;1648733399;False;21.19
1;334;1648733403;False;21.19
1;335;1648733406;False;21.19
1;336;1648733409;False;21.19
1;337;1648733413;False;21.19
1;338;1648733416;False;21.13
1;339;1648733419;False;21.13
1;340;1648733423;False;21.19
1;341;1648733426;False;21.13
1;342;1648733429;False;21.19
1;343;1648733433;False;21.13
1;344;1648733436;False;21.19
1;345;1648733439;False;21.13
1;346;1648733443;False;21.19
1;347;1648733446;False;21.19
1;348;1648733450;False;21.13
1;349;1648733453;False;21.13
1;350;1648733456;False;21.13
1;351;1648733460;False;21.06
1;352;1648733463;False;21.06
1;353;1648733466;False;21.13
1;354;1648733470;False;21.13
1;355;1648733473;False;21.13
1;356;1648733476;False;21.06
1;357;1648733480;False;21.06
1;358;1648733483;False;21.06
1;359;1648733486;False;21.06
1;360;1648733489;False;21.06
1;361;1648733493;False;21.06
1;362;1648733496;False;21.06
1;363;1648733499;False;21.06
1;364;1648733504;False;21.06
1;365;1648733507;False;21.06
1;366;1648733510;False;21.06
1;367;1648733514;False;21.06
1;368;1648733517;False;21.06
1;369;1648733520;False;21.13
1;370;1648733524;False;21.06
1;371;1648733527;False;21.06
1;372;1648733530;False;21.13
1;373;1648733534;False;21.06
1;374;1648733537;False;21.06
1;375;1648733540;False;21.06
1;376;1648733544;False;21.06
1;377;1648733547;False;21.06
1;378;1648733550;False;21.13
1;379;1648733554;False;21.13
1;380;1648733557;False;21.06
1;381;1648733560;False;21.06
1;382;1648733564;False;21.13
1;383;1648733567;False;21.13
1;384;1648733570;False;21.13
1;385;1648733574;False;21.19
1;386;1648733577;False;21.13
1;387;1648733580;False;21.13
1;388;1648733584;False;21.13
1;389;1648733587;False;21.19
1;390;1648733590;False;21.13
1;391;1648733594;False;21.19
1;392;1648733597;False;21.13
1;393;1648733600;False;21.19
1;394;1648733604;False;21.19
1;395;1648733607;False;21.13
1;396;1648733610;False;21.19
1;397;1648733614;False;21.13
1;398;1648733617;False;21.13
1;399;1648733620;False;21.13
1;400;1648733624;False;21.19
1;401;1648733627;False;21.19
1;402;1648733630;False;21.19
1;403;1648733634;False;21.13
1;404;1648733637;False;21.19
1;405;1648733640;False;21.19
1;406;1648733644;False;21.13
1;407;1648733647;False;21.13
1;408;1648733650;False;21.19
1;409;1648733654;False;21.13
1;410;1648733657;False;21.13
1;411;1648733660;False;21.19
1;412;1648733664;False;21.13
1;413;1648733667;False;21.13
1;414;1648733670;False;21.13
1;415;1648733674;False;21.13
1;416;1648733677;False;21.13
1;417;1648733680;False;21.13
1;418;1648733684;False;21.13
1;419;1648733687;False;21.13
1;420;1648733690;False;21.19
1;421;1648733694;False;21.13
1;422;1648733697;False;21.13
1;423;1648733700;False;21.13
1;424;1648733704;False;21.13
1;425;1648733707;False;21.13
1;426;1648733710;False;21.13
1;427;1648733714;False;21.13
1;428;1648733717;False;21.13
1;429;1648733720;False;21.13
1;430;1648733724;False;21.13
1;431;1648733727;False;21.13
1;432;1648733730;False;21.13
1;433;1648733733;False;21.13
1;434;1648733737;False;21.13
1;435;1648733740;False;21.13
1;436;1648733743;False;21.13
1;437;1648733747;False;21.06
1;438;1648733750;False;21.13
1;439;1648733753;False;21.06
1;440;1648733757;False;21.06
1;441;1648733760;False;21.06
1;442;1648733763;False;21.06
1;443;1648733767;False;21.06
1;444;1648733770;False;21.06
1;445;1648733773;False;21.06
1;446;1648733777;False;21.06
1;447;1648733780;False;21.06
1;448;1648733783;False;21.00
1;449;1648733787;False;21.00
1;450;1648733790;False;21.00
1;451;1648733793;False;21.00
1;452;1648733796;False;20.94
1;453;1648733800;False;21.06
1;454;1648733803;False;21.06
1;455;1648733806;False;21.06
1;456;1648733810;False;20.94
1;457;1648733813;False;21.00
1;458;1648733816;False;21.00
1;459;1648733820;False;21.06
1;460;1648733823;False;21.00
1;461;1648733826;False;21.06
1;462;1648733830;False;21.06
1;463;1648733833;False;21.06
1;464;1648733836;False;21.00
1;465;1648733840;False;21.06
1;466;1648733843;False;21.00
1;467;1648733846;False;21.06
1;468;1648733850;False;21.00
1;469;1648733853;False;21.06
1;470;1648733856;False;21.00
1;471;1648733860;False;21.00
1;472;1648733863;False;21.06
1;473;1648733866;False;21.06
1;474;1648733870;False;21.06
1;475;1648733873;False;21.00
1;476;1648733876;False;21.06
1;477;1648733880;False;21.00
1;478;1648733883;False;21.00
1;479;1648733886;False;21.00
1;480;1648733890;False;21.06
1;481;1648733893;False;21.00
1;482;1648733896;False;21.00
1;483;1648733900;False;21.06
1;484;1648733903;False;21.00
1;485;1648733906;False;21.00
1;486;1648733910;False;21.00
1;487;1648733913;False;21.00
1;488;1648733916;False;21.00
1;489;1648733920;False;21.00
1;490;1648733923;False;21.00
1;491;1648733926;False;21.00
1;492;1648733930;False;21.06
1;493;1648733933;False;21.00
1;494;1648733936;False;21.00
1;495;1648733940;False;21.00
1;496;1648733943;False;21.00
1;497;1648733946;False;21.00
1;498;1648733950;False;21.00
1;499;1648733953;False;21.06
1;500;1648733956;False;21.06
1;501;1648733960;False;21.00
1;502;1648733963;False;21.00
1;503;1648733966;False;21.00
1;504;1648733970;False;21.06
1;505;1648733973;False;21.00
1;506;1648733976;False;21.06
1;507;1648733980;False;21.06
1;508;1648733983;False;21.00
1;509;1648733986;False;21.00
1;510;1648733990;False;21.06
1;511;1648733993;False;21.06
1;512;1648733996;False;21.06
1;513;1648734000;False;21.00
1;514;1648734003;False;21.06
1;515;1648734006;False;21.06
1;516;1648734010;False;21.06
1;517;1648734013;False;21.06
1;518;1648734016;False;21.06
1;519;1648734020;False;21.06
1;520;1648734023;False;21.06
1;521;1648734026;False;21.06
1;522;1648734030;False;21.06
1;523;1648734033;False;21.06
1;524;1648734036;False;21.06
1;525;1648734039;False;21.06
1;526;1648734043;False;21.06
1;527;1648734046;False;21.06
1;528;1648734049;False;21.06
1;529;1648734054;False;21.00
1;530;1648734057;False;21.06
1;531;1648734060;False;21.06
1;532;1648734064;False;21.06
1;533;1648734067;False;21.13
1;534;1648734070;False;21.06
1;535;1648734074;False;21.06
1;536;1648734077;False;21.06
1;537;1648734080;False;21.06
1;538;1648734084;False;21.06
1;539;1648734087;False;21.06
1;540;1648734090;False;21.06
1;541;1648734094;False;21.06
1;542;1648734097;False;21.06
1;543;1648734100;False;21.06
1;544;1648734104;False;21.06
1;545;1648734107;False;21.00
1;546;1648734110;False;21.06
1;547;1648734113;False;21.06
1;548;1648734117;False;21.06
1;549;1648734120;False;21.00
1;550;1648734123;False;21.06
1;551;1648734127;False;21.06
1;552;1648734130;False;21.06
1;553;1648734133;False;21.06
1;554;1648734137;False;21.06
1;555;1648734140;False;21.00
1;556;1648734143;False;21.00
1;557;1648734147;False;21.06
1;558;1648734150;False;21.00
1;559;1648734153;False;21.06
1;560;1648734157;False;21.06
1;561;1648734160;False;21.06
1;562;1648734163;False;21.00
1;563;1648734167;False;21.00
1;564;1648734170;False;21.00
1;565;1648734173;False;21.00
1;566;1648734177;False;21.00
1;567;1648734180;False;21.00
1;568;1648734183;False;21.00
1;569;1648734187;False;20.94
1;570;1648734190;False;21.00
1;571;1648734193;False;21.06
1;572;1648734197;False;21.00
1;573;1648734200;False;21.00
1;574;1648734203;False;21.00
1;575;1648734207;False;21.00
1;576;1648734210;False;21.00
1;577;1648734213;False;21.06
